"points","total_rebounds","assists","steals","blocks","missed_field_goals","missed_free_throws","turnovers","games","player","position","salary","Eff"
0.0774016646932321,-0.0351405263258986,0.183514323370459,0.738131728890317,0.789868946336373,-0.707178849957576,-0.548367883614634,-0.915169683513886,32,"Jusuf Nurkic","C",1842000,4.21426439175443
0.421319881289781,0.453276771156495,1.41300623531087,1.42330739707064,-0.415112710554524,-0.342457761501137,0.3330667591366,-0.288130499125034,80,"Nikola Jokic","C",1300000,2.10661071915152
-0.370093952753112,-0.325217489237441,-0.617259308097113,-0.496529154003755,-0.438940031453496,0.0821584152604259,0.668320843308572,0.287990502064014,59,"Alexis Ajinca","C",4300000,-2.31058195181687
-1.06669937880948,-0.676036693292591,-0.271991334864375,-0.56789301557858,-0.941613704781627,0.989689534559834,0.418666458753303,-0.000790235524495462,37,"Kendrick Perkins","C",1499200,-2.66816246182461
-0.76943029993556,0.162454466773221,-0.775375601341828,-0.534640410144341,-0.875840991130455,0.797318175830355,-0.0254829260503426,0.337257133417315,68,"Omer Asik","C",1.1e+07,-2.71410366194096
0.448210730663536,0.496064946545694,0.729356169723835,1.88155710582796,0.461682885313242,-0.167086645797344,0.244158097362602,-0.898049938763553,82,"Gorgui Dieng","C",1474440,3.94682735354495
2.08588768351564,1.5540998288968,0.971952545880891,0.614993611373955,1.2845971875802,-1.70401338870868,0.112981383269818,-1.68327556464548,82,"Karl-Anthony Towns","C",5703600,7.8899713766001
-0.661339630884192,-1.22129682021171,-0.184872766349516,-1.18516839231761,-1.41926409129694,0.186745386455265,0.472502747820411,0.535443354997637,12,"Nikola Pekovic","C",12100000,-3.97146154740537
0.235146250755983,0.649563785529324,0.176429956260459,-0.020092357355116,-0.142189514762996,-0.809734553563621,-0.125080060824493,-1.12514262126369,78,"Alex Len","C",3807120,3.7695899375582
-0.134607869331661,1.00421873195296,-0.126265729348611,0.148028282610612,-0.348169285171696,0.480231161734702,-0.306165760413859,-0.451483990851845,66,"Tyson Chandler","C",1.3e+07,1.07237094537095
-0.863965814814,-0.860864790069602,-0.579046952349888,-0.963988878378699,-0.776607207621792,0.590492653004242,0.249405165926314,0.939743247021493,25,"Robert Sacre","C",981348,-4.67783559950573
-0.375622486998661,-0.21222102294398,0.0982395340834276,-0.285847502308348,0.762595698958184,0.0671771076377166,0.457747616742759,0.253524134450595,81,"Roy Hibbert","C",15500000,-0.856570274434867
-0.877820596621166,-0.495443798312183,-0.744537768039477,-0.389957765279717,-0.677736917825616,0.862591402556402,0.0741142087238083,0.813807478185952,39,"Tarik Black","C",845059,-4.04480284497512
1.65818507525263,2.21584340296557,1.26733759826964,0.710329336828221,0.0793569480098558,-1.87981812167233,-0.688081836186173,-1.6858744040598,77,"Kevin Love","PF",19500000,8.68464909940684
0.0725349216120457,1.85670088223403,-0.33620930591475,-0.12926580361246,0.295206322044734,0.523839937384252,-1.83815188517764,0.257276729445906,82,"Tristan Thompson","PF",14260870,1.47203907616858
-1.16114544766417,-1.26518177700058,-1.06681943385675,-0.709376061131785,-1.20504233607025,1.03030308637867,1.21886064286722,1.19926919555873,19,"Anthony Bennett","PF",947276,-7.27928586922648
-0.471166499743198,-0.864399543720464,0.0689960847944509,0.00212669061200227,0.191473958686938,0.477851091581983,-0.0704668961617871,-0.102063356905194,57,"James Johnson","PF",2500000,-0.430927809222263
0.246003736765792,0.148102940355627,-0.227672147689071,0.281645628797062,-0.34808915519652,-0.488939899312225,0.512209972437862,-0.00911103172919947,76,"Luis Scola","PF",3e+06,-0.0730372205573793
-0.115012248269119,-0.01530727068197,0.0829443199564246,0.471744239231319,-0.22796304123438,-0.18284136009287,1.18873030115671,0.117963033068362,79,"Patrick Patterson","PF",6268675,-1.11432444481264
2.24533301275652,1.19881306534025,1.26686404236943,0.495959463048728,0.342383952803066,-2.03514834332175,-1.56563772879485,-1.02807897375283,53,"Chris Bosh","PF",22192730,7.67546172815921
-0.754732795018249,-0.748383634086746,0.796741422437703,-0.230200738528826,-0.803014917882574,0.476135402157148,0.560028438857894,0.309582654588495,42,"Josh McRoberts","PF",5543725,-2.39893846542117
0.938417039915083,0.648938206268266,0.76129832306874,1.42513219409958,-0.259734623034364,-1.01720994721564,-0.427645471163067,-0.362078644897502,74,"Luol Deng","PF",10151612,3.57389971311506
-1.13772051999544,-0.937942798475991,-0.701195882471651,-1.08023656879747,-1.07465506530668,1.01796867051365,1.0620505367691,1.33241712081082,37,"Udonis Haslem","PF",2854940,-7.26425509491492
-0.248061976878505,-0.649524016544316,-0.0618769869068515,-0.50608956063356,-0.65828504733501,0.26968077470207,0.877684740231854,0.582065756390123,75,"Mike Scott","PF",3333333,-3.50216974524364
1.86602546287325,1.87154466865181,2.09450236625867,3.78551433877341,2.93435108082507,-1.69666875696559,-2.08710740592511,-2.59341518353585,81,"Paul Millsap","PF",1.9e+07,15.5781407810066
-0.0316313664913026,0.811623160009922,0.621131608975357,0.435075471736386,1.32925708491028,0.464169011358619,-0.492919395561263,-0.53035001974142,79,"Amir Johnson","PF",1.2e+07,2.99513673243824
0.548129165521554,1.5796168691021,1.16400010056432,1.21055199912923,0.194608675397953,-1.0769024289328,-0.656357900364428,-0.652891950540715,81,"Jared Sullinger","PF",2269260,5.23601550374336
-0.602155303422018,-0.270527894406603,-0.298742119866443,-0.728922840025846,-0.462837871723772,0.503718409064102,0.751574774432153,0.393682377366775,78,"Jonas Jerebko","PF",5e+06,-3.1147155327869
-1.19237294315197,-1.42470365274695,-1.00642625795832,-1.47170043800013,0.453320763953911,1.08734975975442,0.484315867026176,1.46069761011621,16,"Jordan Mickey","PF",1200000,-6.82040843617653
0.82079736497363,0.827531690601132,0.245427351096821,0.602574780046574,1.08800293803723,-0.817727419028184,0.53011729936882,0.219253322715527,81,"Marvin Williams","PF",7e+06,1.220268286595
-0.291024212847575,-0.0347100081581117,0.780999842754904,-0.353624685259892,-0.0624380949052776,0.0294842552252484,0.822144477012143,-0.225999790473186,57,"Spencer Hawes","PF",5543725,-0.195054883426204
-0.98872795866287,-0.939666063606802,-0.891130194879494,-0.681655174700209,-0.821288891436559,1.08216369853844,-0.366876985991009,1.08941644762346,44,"Tyler Hansbrough","PF",1185784,-5.0769740948066
-0.397035818988204,0.400694541077141,-0.137223207369502,-0.518312483131871,0.0773742384018285,0.452615254725557,0.401575123969574,0.0285405430256336,79,"Lavoy Allen","PF",3700000,-1.0098720117322
-0.671702253079835,-1.34955698400692,-1.06681943385675,-1.47170043800013,-1.20504233607025,1.48667647338463,1.36762920506288,1.5710784962627,1,"Rakeem Christmas","PF",1e+06,-9.09608115861488
-1.14220865739751,-1.06328396023541,-0.652694799124648,-1.05786720484303,-0.860447406195099,1.09549928452238,0.963828821960386,0.309582654588495,7,"Shayne Whittington","PF",845059,-4.62249714059501
-0.416075816093514,-0.475629058659998,-0.368942734585987,-0.42562198751968,-0.669005778486682,0.19361854353441,0.660978534633517,0.884264093573411,72,"Anthony Tolliver","PF",3e+06,-4.02045864701935
-0.94293535674532,-1.67018277063102,-1.06681943385675,-0.892333911580188,-1.20504233607025,0.939028408977481,0.802308668719389,0.864640824925146,5,"Justin Harper","PF",99418,-6.23643593194961
1.76078510518999,0.743416900900366,1.43837897378188,0.459521316733008,-0.132969220903115,-1.58961820939629,0.53011729936882,-0.391248368563842,27,"Tobias Harris","PF",1.6e+07,3.25259711927152
-0.0842388488274012,0.428106147477476,-0.25638197663909,-0.303622763766377,-0.349112994122295,-0.353538796800694,0.547002620048136,0.0328674377051205,62,"Bobby Portis","PF",1391160,-0.579578080616686
0.834169848439581,0.447890607673611,0.397257557620374,1.07400096596628,0.476163230896392,-1.00954765857222,-0.131326762514555,-1.15833977935967,66,"Nikola Mirotic","PF",5543725,5.20577195628257
0.217369074982177,1.01670524261953,0.336287776057491,0.393383585406531,1.33929557081613,0.005025888173499,-0.374797105584862,-0.315981036762276,73,"Taj Gibson","PF",8500000,2.74357673544164
-0.917103632586703,-0.614789556326706,-0.648093414294291,-0.699211736106874,-0.320582016057364,0.421805237037391,0.896528758109971,0.80577101898035,30,"Drew Gooden","PF",3300000,-4.46406459982292
0.0793312085688636,-0.335231578791807,0.961198324707858,1.21055199912923,-0.669005778486682,0.055579679563471,0.460324640560982,-0.173212050249782,81,"Jared Dudley","PF",4250000,0.500858518895797
0.957131464699667,0.594979036722544,0.257356867323671,1.21055199912923,0.313727910416524,-1.09943938631581,0.00667235831003418,-1.37241180097711,27,"Markieff Morris","PF",8e+06,5.69195324013325
0.337774335750355,0.0707590005998146,0.577570197623346,1.27266731872591,-0.10475677050398,0.0855301097698402,-2.50035341202415,-0.783713741529151,57,"Nene Hilario","PF",1.3e+07,5.17842293929256
0.339212336589144,0.854745299033732,0.518888569220012,0.719493476024008,0.495842894723761,-0.297860488625856,-0.951634533782205,0.0766911145871029,78,"Aaron Gordon","PF",4171680,2.30397371197976
-0.118165306823742,-0.311817272835187,-0.635439606010811,-0.954408896553753,-0.257406278913586,0.150154411438604,0.660978534633517,0.27804525854664,56,"Andrew Nicholson","PF",2380594,-2.5347425507005
0.120862010877752,0.453963065753613,-0.539751716924984,0.371738509699684,-0.54717928812678,-0.359561319503119,-0.302636015951976,0.607754398984217,22,"Ersan Ilyasova","PF",7900000,-1.01392330372404
1.28097215864725,0.332673705681998,0.586046432837161,1.15831866219566,-0.284611141798466,-1.25156384865113,-0.603554244029551,-1.12453893384113,76,"Jabari Parker","PF",5152440,5.4940772015824
-0.859569337869782,-0.681586595206726,-0.598314796584069,-0.681655174700209,-0.912658759206485,0.636162433964434,0.81087413139126,0.741549412495117,66,"Johnny O'Bryant","PF",845059,-4.72985900926494
-0.994598805062555,-1.616745139527,-1.06681943385675,-1.47170043800013,-1.20504233607025,0.878178624043353,1.36762920506288,1.5710784962627,3,"Steve Novak","PF",416886,-8.7553929514463
1.31949315081361,1.1775976536205,0.181306201377499,0.66069024951771,3.28426383369212,-1.76498390903284,-0.163447247534071,-1.39694088678745,72,"Kristaps Porzingis","PF",4131720,8.14208442344835
-0.52565365879842,-0.208869089286585,0.00353346822006484,-0.580367320430989,0.61335860157862,0.48967615100238,0.758822473616044,-0.0863329634138715,65,"Kyle O'Quinn","PF",3750000,-1.07148513944568
0.142653796666416,-0.860466801021016,-0.198795481960651,-0.391525558234137,-0.918853326512921,-0.160908805128413,0.553184364568021,-0.135148082815293,59,"Lance Thomas","PF",1650000,-1.23835833255361
-1.0992618253604,-1.07315544381374,-0.666974958942996,-0.872355755496742,-0.622795730419133,0.951618019653507,0.100531451189541,0.657581507464138,29,"Lou Amundson","PF",1650000,-4.31648351932122
-0.542543632286747,-0.614789556326706,-0.704460378466161,1.90793763278286,0.00103991849277638,0.250665216910155,-0.0456721357958445,0.467269634797771,24,"Chris McCullough","PF",1140240,-0.96631766407416
1.47799259984622,1.87317138497157,0.720156729713274,2.97275510713915,0.0175615932128179,-1.43911455563989,-0.878164706438654,-1.7191791510629,73,"Thaddeus Young","PF",11200000,9.33759580167228
-0.608942078187419,0.276151229861729,-0.440771863980052,0.119517486674358,0.0180269925007063,0.451801609892243,-1.10067172826785,-0.145266550296853,71,"Thomas Robinson","PF",981300,0.919958816832334
-0.542543632286747,-0.49661017984667,-0.819052558376005,-1.02603387921556,0.650468824795944,0.819669215452845,-0.444295590909843,0.846527038480593,39,"Willie Reed","PF",947276,-3.23375283168306
0.442290851260551,-0.124944604539893,-0.207894265523503,-0.50608956063356,-0.602001208788736,0.0795251967829197,-0.516772582748752,0.491798720608102,36,"Carl Landry","PF",6500000,-1.48044937789287
-0.751476695334389,-0.854473048778542,-0.896297525437648,-0.619690840323745,-0.21179812643011,0.654466179432587,0.0374632371958451,1.36330271057519,17,"Christian Wood","PF",305789,-5.31629143147428
-0.356403267026119,-0.689445070369081,-0.441572436320048,-0.392488280943376,0.686851396577634,0.520238712666128,0.0928868191903047,0.462940972595948,51,"Richaun Holmes","PF",1050000,-2.06989743340916
1.25850157988354,2.05461803447113,6.06703126979993,2.78414009557845,2.16007605320436,-0.868435573139957,-2.12200373532903,-4.07606214807146,81,"Draymond Green","PF",14300000,19.2806486731038
-0.893792076638682,-1.183378984842,-0.666162266920814,-0.765155893585567,-0.734376090387117,1.05256520281799,-0.218025957851786,0.88187101203094,41,"James Michael McAdoo","PF",845059,-4.67718381583665
-1.09792570169703,-0.948774750726805,-1.06681943385675,-1.47170043800013,-1.20504233607025,1.21285244118106,1.36762920506288,1.21785966059392,5,"Kevon Looney","PF",1131960,-7.87642088127813
-0.210300074851895,-0.521625265257204,1.17090666259039,-0.480678748071282,-0.538523195390682,0.399787222752016,0.623786394084603,-0.683015389255157,76,"Boris Diaw","PF",7e+06,0.422265378056369
-0.0706179024658473,-0.162624985446571,0.70471372583057,0.162410277543295,0.495842894723761,0.293084538138274,0.751574774432153,0.0314066484757211,78,"David West","PF",1499000,-0.451195720522444
2.03801070342381,1.67255769397019,0.369558803727564,0.0158622649699903,1.43529989689205,-1.65243236426448,-0.274856137016178,-0.79166912071088,74,"LaMarcus Aldridge","PF",19500000,5.70406929315841
-0.904187770507394,-0.948774750726805,-1.06681943385675,-0.892333911580188,-0.240176532419829,0.847753731576289,-0.893652940311078,0.511421989256368,5,"Josh Huestis","PF",1140240,-2.81225071352902
-1.19479466729184,-1.38963520733494,-0.921875811700513,-1.32685880639514,-0.963825885157644,1.21285244118106,0.519648400547645,0.95294553384234,20,"Mitch McGary","PF",1463040,-6.37128519247292
-1.04275964671422,-0.588750032695512,-0.215173292373785,-0.735217565432407,-0.550896028510642,1.03030308637867,0.888544004771786,0.0743885146153378,59,"Nick Collison","PF",3750000,-3.14246906321921
0.994940719077131,0.988339376793772,-0.249188744770294,-0.0604230018489901,3.37188519406636,-1.16379973576537,0.280474327479245,-0.874282673751915,78,"Serge Ibaka","PF",12350000,5.25489187184839
